idx	X	Y	component
469	10153.98564350099	38872.9353304273	0
470	10153.29243042791	38872.24033823617	0
471	10154.0144549653	38872.92263794492	0
472	10154.01518322643	38872.92289980504	0
473	10167.95816289844	38878.30675218628	0
474	10167.95687451705	38878.30709837007	0
475	10168.51876769177	38879.20248245593	0
476	10167.95872913014	38878.30677180475	0
477	10168.52087186851	38879.20103467209	0
478	10168.51917443652	38879.20249151516	0
479	10184.67503623934	38887.08989351766	0
480	10184.67561588256	38887.09013756102	0
481	10185.58784150048	38887.52363561373	0
482	10184.66614299365	38887.09398999278	0
483	10185.58757450943	38887.52376528396	0
484	10185.58792417204	38887.52365599707	0
485	10187.4320733052	38888.503231651	0
486	10187.43228851273	38888.50314258916	0
487	10188.15350745324	38889.26840293915	0
488	10187.42876317708	38888.50192266732	0
489	10188.15768514829	38889.26813306727	0
490	10188.15364490084	38889.2681548267	0
491	10401.78616840145	38977.05330260806	0
492	10401.80860982145	38977.1168776008	0
493	10402.54457255368	38976.92359936544	0
494	10401.78594389374	38977.05387133711	0
495	10402.55525721607	38976.70341132372	0
496	10402.54450811399	38976.92359699289	0
497	10498.01603996985	38997.34077419974	0
498	10498.00473585543	38997.40492128106	0
499	10498.99881044821	38997.07442756084	0
500	10498.01612314043	38997.34074202987	0
501	10498.95425605026	38997.21623473163	0
502	10498.99844824768	38997.07412966892	0
503	10722.89903610495	38999.40408487264	0
504	10722.89844350972	38999.40399659881	0
505	10723.95109467024	38999.67662196066	0
506	10722.91328589422	38999.40502291625	0
507	10723.95296940876	38999.669373007	0
508	10723.95174993958	38999.67659912585	0
509	10750.1045503511	38999.93299741139	0
510	10750.10055993308	38999.93689182871	0
511	10751.14159971192	38999.71021832801	0
512	10750.10474595451	38999.93304086121	0
513	10751.13876536455	38999.7128347157	0
514	10751.138755421	38999.71284191286	0
515	10866.84016542455	38999.66233863977	0
516	10866.83957388898	38999.66215834676	0
517	10868.7198401092	39000.61332642849	0
518	10866.84048017855	38999.66236475865	0
519	10868.71858244537	39000.61294725639	0
520	10868.72032127155	39000.61330048466	0
521	10873.75176113921	39001.77496130171	0
522	10873.66697722508	39001.98408747632	0
523	10874.78000340944	39002.00661682928	0
524	10873.75184163787	39001.77498113122	0
525	10874.78108046931	39002.00328252469	0
526	10874.78169506501	39002.00324884438	0
527	10878.81490415045	39002.61298537971	0
528	10878.81503499339	39002.6130210815	0
529	10880.71227855258	39003.46625544682	0
530	10878.81899441231	39002.61257115916	0
531	10880.71156413459	39003.47921625872	0
532	10880.7122488116	39003.47920375234	0
533	10881.68973043366	39003.69906608677	0
534	10881.68941318348	39003.69972783467	0
535	10882.72164479639	39003.67397740485	0
536	10881.6900423946	39003.69912206246	0
537	10882.72534664758	39003.67483149631	0
538	10882.72530100528	39003.67483986028	0
539	10895.06507650981	39005.25822777374	0
540	10895.0657330303	39005.2583987839	0
541	10895.81923019962	39005.95400205813	0
542	10895.06482629385	39005.25917305647	0
543	10895.80640437817	39005.95981451616	0
544	10895.80717843022	39005.95989085476	0
545	10949.89958248683	39023.83745821004	0
546	10949.90212530233	39023.83988442959	0
547	10950.68887731456	39024.31105050193	0
548	10949.90051904486	39023.83774578272	0
549	10950.7760522047	39024.16555734276	0
550	10950.68888013941	39024.31105393811	0
551	10972.75786287282	39033.79412180735	0
552	10972.75570469859	39033.78637402828	0
553	10973.27061429884	39034.80742738639	0
554	10972.75786287326	39033.79412180825	0
555	10973.30085425624	39034.76185079732	0
556	10973.30038286193	39034.76101255852	0
557	11002.76990103353	39044.10271639986	0
558	11002.76374943774	39044.10709146083	0
559	11003.69002217134	39044.83498110975	0
560	11002.76977902199	39044.10267866806	0
561	11003.69652731135	39044.6661100474	0
562	11003.69701718999	39044.66626855377	0
563	11004.60767337773	39044.91562305342	0
564	11004.55961228153	39044.96022237427	0
565	11006.60945346787	39045.20750340856	0
566	11004.60727167283	39044.91556241945	0
567	11006.75453915218	39045.12924045776	0
568	11006.6094442759	39045.20751065265	0
569	11050.74041898891	39056.19097575602	0
570	11050.73433777321	39056.19126685913	0
571	11051.74123500655	39056.39829111849	0
572	11050.74045930978	39056.19098729368	0
573	11051.7428497491	39056.39482497439	0
574	11051.7430673813	39056.3948178643	0
575	11055.91064084787	39056.15959765874	0
576	11055.91049177117	39056.15952152798	0
577	11056.79466557346	39056.72697067013	0
578	11055.91518926826	39056.16237399333	0
579	11056.80795208601	39056.70227868913	0
580	11056.80812488287	39056.70227519854	0
581	11075.65150495958	39056.51897521507	0
582	11075.64983747693	39056.52789196807	0
583	11076.5469428691	39055.92902400056	0
584	11075.65232877361	39056.51946812064	0
585	11076.54829303333	39055.93137471678	0
586	11076.54842398768	39055.93160053098	0
587	11106.77270544587	39059.15972024902	0
588	11106.77271466634	39059.15973388853	0
589	11107.79055281673	39059.05064908569	0
590	11106.77199146847	39059.15309369583	0
591	11107.79320194735	39059.04740251722	0
592	11107.79286385521	39059.04738577032	0
593	11122.17019531234	39060.30813815842	0
594	11122.16803572268	39060.31044154626	0
595	11123.1801614068	39060.43122751995	0
596	11122.17060982682	39060.30819656207	0
597	11123.17656751553	39060.43095661813	0
598	11123.17681361126	39060.43097485693	0
599	11125.23686646795	39060.66184493862	0
600	11125.23275959259	39060.69261413869	0
601	11126.25690025813	39060.78126811389	0
602	11125.23683850982	39060.66184215353	0
603	11126.25522258281	39060.77307151631	0
604	11126.25567711004	39060.77310420218	0
605	11139.5393449776	39061.12697720924	0
606	11139.54357486522	39061.12419448233	0
607	11140.57381053601	39061.16258767821	0
608	11139.54012052445	39061.12712423733	0
609	11140.5717948143	39061.28067200798	0
610	11140.57181115917	39061.28065655482	0
611	11141.51947355492	39061.59416851351	0
612	11140.57155149273	39061.39894575648	0
613	11141.51836644507	39061.59839671337	0
614	11141.51947355592	39061.5941685135	0
615	11201.60639796806	39070.50211994963	0
616	11201.60638629382	39070.50236372812	0
617	11202.45318713943	39070.67269913065	0
618	11201.60639796723	39070.50211994907	0
619	11202.46700116487	39070.67310361849	0
620	11202.46690087992	39070.67307115423	0
621	11213.02863087569	39075.74120021491	0
622	11212.71293167004	39076.68777066496	0
623	11214.20369082682	39075.0273250649	0
624	11213.02914062971	39075.74103846695	0
625	11214.11835410901	39075.24230703384	0
626	11214.1209071765	39075.2427963463	0
627	11299.09334576653	39093.72165865043	0
628	11299.09207734124	39093.72215481153	0
629	11300.08040114415	39093.93917317403	0
630	11299.09367148776	39093.72168608494	0
631	11300.10600177299	39093.92810206315	0
632	11300.10614015504	39093.92815261011	0
633	11303.00777196333	39095.14459578429	0
634	11302.96539949606	39095.18569376809	0
635	11303.63761309076	39095.9880828018	0
636	11303.00808951465	39095.1448113331	0
637	11304.13808036032	39095.03609117114	0
638	11304.13787867514	39095.03618255934	0
639	11315.57726490475	39096.07748334252	0
640	11315.57714895779	39096.07750687389	0
641	11316.54880017334	39095.9193943975	0
642	11315.55602448008	39096.08504130165	0
643	11316.54725942764	39095.91975677457	0
644	11316.54874270436	39095.91937593014	0
645	11335.09859283745	39093.60857147955	0
646	11335.0983655524	39093.6085475694	0
647	11336.16082080449	39093.51941867799	0
648	11335.09151102695	39093.59394150862	0
649	11336.1404440315	39093.54711880635	0
650	11336.14030562666	39093.54712631191	0
651	11338.17968874173	39092.95271773926	0
652	11338.17898216291	39092.94942671592	0
653	11339.25548750017	39093.09875717619	0
654	11338.17952620873	39092.95274717304	0
655	11339.23319355235	39093.08181898619	0
656	11339.23322491289	39093.08178717682	0
657	11360.23386729709	39093.19721094301	0
658	11360.2341230203	39093.19800453247	0
659	11361.00352025521	39093.65043410524	0
660	11360.2337330346	39093.19721322384	0
661	11361.12683101025	39093.51265270104	0
662	11361.1275367598	39093.512708895	0
663	11381.80009465809	39092.8134963906	0
664	11381.76081152186	39092.83323395582	0
665	11382.74632115959	39092.59143580832	0
666	11381.8001318722	39092.81349424774	0
667	11382.76693339006	39092.89527218705	0
668	11382.76710378008	39092.89524212487	0
669	11388.89934384044	39092.00547985479	0
670	11388.89765883883	39092.00475706461	0
671	11389.94734157427	39092.26628221627	0
672	11388.89733026057	39092.00528217013	0
673	11389.94388497902	39092.26417622943	0
674	11389.94385641532	39092.26407919293	0
675	11421.92780548183	39092.21312790303	0
676	11421.9296455142	39092.21271421059	0
677	11422.88376814825	39092.53305112983	0
678	11421.92869012421	39092.21316799055	0
679	11422.88321950529	39092.53304818154	0
680	11422.88374862791	39092.53303665639	0
681	11480.49490123201	39102.62925674209	0
682	11480.49532285375	39102.62931285427	0
683	11481.46610860167	39102.51957304144	0
684	11480.49687456437	39102.63685339217	0
685	11481.42477059518	39102.6008356949	0
686	11481.46650582433	39102.51955579369	0
687	11530.14195650218	39100.27853410292	0
688	11530.14348063542	39100.2767170436	0
689	11530.9617851951	39100.72139986359	0
690	11530.14354588126	39100.27960653271	0
691	11530.96773617535	39100.71629211383	0
692	11530.96268372724	39100.72143329827	0
693	11614.33504566769	39108.5545541062	0
694	11614.34606236969	39108.54966197885	0
695	11615.36659717288	39108.77161152658	0
696	11614.33522214515	39108.5545850929	0
